date,open,close,high,low,volume,code
2009-03-10,6.013,6.036,6.083,5.828,1207884.88,000002
2009-03-11,6.191,5.951,6.253,5.882,1310879.23,000002
2009-03-12,5.951,6.052,6.075,5.758,1354478.7,000002
2009-03-13,6.052,5.959,6.129,5.913,1162407.56,000002
2009-03-16,5.928,6.098,6.129,5.882,1138590.99,000002
2009-03-17,6.106,6.461,6.531,6.083,2996575.63,000002
2009-03-18,6.492,6.392,6.531,6.369,2433349.32,000002
2009-03-19,6.384,6.423,6.515,6.314,1817240.39,000002
2009-03-20,6.477,6.284,6.508,6.183,2254087.08,000002
2009-03-23,6.299,6.492,6.562,6.26,3182956.06,000002
2009-03-24,6.639,6.484,6.747,6.415,2742121.03,000002
2009-03-25,6.407,6.338,6.585,6.338,1789305.07,000002
2009-03-26,6.291,6.492,6.508,6.199,1866056.3,000002
2009-03-27,6.523,6.438,6.531,6.399,1723343.45,000002
2009-03-30,6.461,6.353,6.469,6.291,1317438.83,000002
2009-03-31,6.214,6.399,6.407,6.199,1529319.24,000002
2009-04-01,6.399,6.554,6.662,6.361,2906546.01,000002
2009-04-02,6.577,6.662,6.825,6.562,3480744.52,000002
2009-04-03,6.763,6.701,6.917,6.647,2733223.98,000002
2009-04-07,6.709,6.639,6.786,6.554,1401637.09,000002
2009-04-08,6.631,6.33,6.685,6.322,1663676.73,000002
2009-04-09,6.314,6.484,6.484,6.26,1410367.21,000002
2009-04-13,6.647,6.57,6.716,6.531,2578928.69,000002
2009-04-14,6.57,6.77,6.848,6.539,2575619.63,000002
2009-04-15,6.685,6.639,6.732,6.492,2054352.06,000002
2009-04-16,6.647,6.539,6.678,6.43,2574610.63,000002
2009-04-17,6.531,6.515,6.655,6.492,1811794.6,000002
2009-04-20,6.5,6.6,6.616,6.469,1961309.85,000002
2009-04-21,6.492,6.484,6.562,6.384,1648921.53,000002
2009-04-22,6.515,6.299,6.631,6.291,2385765.65,000002
2009-04-23,6.26,6.33,6.361,6.214,1230114.55,000002
2009-04-24,6.353,6.245,6.376,6.237,895527.24,000002
2009-04-27,6.245,6.183,6.307,6.152,1008374.4,000002
2009-04-28,6.16,6.168,6.199,6.121,734504.78,000002
2009-04-29,6.168,6.415,6.477,6.16,1417542.71,000002
2009-04-30,6.57,6.554,6.662,6.484,2335745.73,000002
2009-05-04,6.57,6.801,6.84,6.515,3146987.96,000002
2009-05-05,6.825,6.987,7.172,6.825,2977495.36,000002
2009-05-06,7.002,7.08,7.149,6.956,1930473.53,000002
2009-05-07,7.111,7.049,7.234,6.871,1915559.55,000002
2009-05-08,7.033,7.605,7.729,7.026,3665886.43,000002
2009-05-11,7.806,7.574,8.1,7.574,3642661.98,000002
2009-05-12,7.497,8.084,8.084,7.489,2042765.47,000002
2009-05-13,8.069,8.007,8.177,7.868,1892569.58,000002
2009-05-14,7.86,8.046,8.077,7.729,1894042.06,000002
2009-05-15,8.046,8.046,8.247,7.876,1941968.52,000002
2009-05-18,7.922,7.845,7.922,7.706,1723367.13,000002
2009-05-19,7.999,7.922,8.115,7.883,1501544.95,000002
2009-05-20,7.922,7.822,7.984,7.775,1224738.89,000002
2009-05-21,7.729,7.536,7.76,7.451,1691670.9,000002
2009-05-22,7.497,7.458,7.59,7.373,1401424.7,000002
2009-05-25,7.288,7.698,7.698,7.234,2214386.26,000002
2009-05-26,7.636,7.466,7.636,7.443,1452281.46,000002
2009-05-27,7.567,7.528,7.675,7.458,928475.01,000002
2009-06-01,7.721,7.852,7.907,7.721,1716902.12,000002
2009-06-02,7.961,7.899,8.077,7.86,1597438.2,000002
2009-06-03,7.899,8.378,8.378,7.876,2478741.05,000002
2009-06-04,8.308,8.394,8.548,8.239,1929860.02,000002
2009-06-05,8.409,8.262,8.533,8.262,1084037.91,000002
2009-06-08,8.239,8.651,8.775,8.239,1926395.44,000002
2009-06-09,8.705,8.821,8.938,8.565,1615409.51,000002
2009-06-10,8.852,8.713,8.891,8.666,1145909.18,000002
2009-06-11,8.713,8.456,8.713,8.394,1424613.89,000002
2009-06-12,8.387,8.511,8.689,8.301,1219023.58,000002
2009-06-15,8.495,8.627,8.643,8.324,828880.53,000002
2009-06-16,8.588,8.41,8.588,8.363,1058834.1,000002
2009-06-17,8.394,9.225,9.248,8.223,3535197.6,000002
2009-06-18,9.179,9.256,9.342,9.116,2404397.81,000002
2009-06-19,9.272,9.621,9.707,9.202,2231940.12,000002
2009-06-22,9.699,9.668,9.955,9.551,2338014.43,000002
2009-06-23,9.481,9.59,9.87,9.287,2034107.64,000002
2009-06-24,9.544,9.637,9.769,9.357,1507577.42,000002
2009-06-25,9.637,9.676,9.893,9.513,1421133.93,000002
2009-06-26,9.722,9.784,9.901,9.598,1250633.35,000002
2009-06-29,9.792,10.009,10.274,9.699,1814288.14,000002
2009-06-30,10.017,9.901,10.095,9.87,1109112.29,000002
2009-07-01,9.885,10.242,10.429,9.854,1678277.29,000002
2009-07-02,10.297,10.367,10.382,10.18,1311555.03,000002
2009-07-03,10.235,11.089,11.174,10.211,2115373.46,000002
2009-07-06,11.198,11.221,11.601,11.135,2650343.56,000002
2009-07-07,11.182,10.941,11.198,10.786,2182056.87,000002
2009-07-08,10.755,11.198,11.314,10.576,2626808.52,000002
2009-07-09,11.167,11.066,11.213,10.949,1447137.46,000002
2009-07-10,11.027,11.081,11.299,10.84,1904957.56,000002
2009-07-13,11.081,10.902,11.128,10.871,1463906.13,000002
2009-07-14,10.934,11.213,11.221,10.91,2081752.85,000002
2009-07-15,11.213,11.073,11.368,10.988,2246367.59,000002
2009-07-16,11.097,10.996,11.244,10.871,2158360.68,000002
2009-07-17,11.019,10.926,11.066,10.794,1611526.44,000002
2009-07-20,10.864,10.84,10.871,10.553,3029609.85,000002
2009-07-21,10.794,10.809,11.027,10.607,3129863.3,000002
2009-07-22,10.638,10.864,10.91,10.638,2280363.04,000002
2009-07-23,10.864,11.198,11.26,10.833,3555467.11,000002
2009-07-24,11.299,11.042,11.399,10.716,2545653.62,000002
2009-07-27,11.05,11.003,11.104,10.833,2067994.05,000002
2009-07-28,10.996,11.058,11.267,10.685,3040954.29,000002
2009-07-29,10.996,10.25,10.996,9.955,3082015.61,000002
2009-07-30,10.25,10.017,10.475,9.559,3730014.21,000002
2009-07-31,10.041,10.374,10.406,9.846,2855295.7,000002
2009-08-03,10.398,10.281,10.413,10.095,2119740.76,000002
2009-08-04,10.421,10.336,10.561,10.142,2204908.94,000002
2009-08-05,10.351,10.211,10.406,10.095,1898097.49,000002
2009-08-06,10.165,10.32,10.561,9.769,2964927.17,000002
2009-08-07,10.312,9.901,10.312,9.862,1778270.98,000002
2009-08-10,9.947,9.738,10.087,9.59,1701510.62,000002
2009-08-11,9.753,9.839,9.955,9.753,1187957.23,000002
2009-08-12,9.846,9.738,10.025,9.714,1978371.1,000002
2009-08-13,9.745,9.932,9.994,9.303,2168533.05,000002
2009-08-14,9.932,9.916,10.188,9.815,1967853.73,000002
2009-08-17,9.815,8.93,9.839,8.922,2589013.53,000002
2009-08-18,8.922,9.047,9.171,8.837,1430665.95,000002
2009-08-19,9.148,8.542,9.148,8.262,1725457.1,000002
2009-08-20,8.526,8.759,8.79,8.41,1979190.58,000002
2009-08-21,8.666,8.806,8.984,8.62,1515155.86,000002
2009-08-24,8.86,8.798,8.93,8.697,1344975.55,000002
2009-08-25,8.759,8.301,8.79,8.115,1693280.42,000002
2009-08-26,8.27,8.503,8.604,8.154,1465188.21,000002
2009-08-27,8.27,8.309,8.511,8.115,1830957.79,000002
2009-08-28,8.278,7.944,8.348,7.882,1666411.15,000002
2009-08-31,7.843,7.299,7.843,7.214,2283329.34,000002
2009-09-01,7.261,7.68,7.866,7.152,2551778.12,000002
2009-09-02,7.602,7.82,7.921,7.462,2152149.88,000002
2009-09-03,7.913,8.526,8.604,7.851,3152550.41,000002
2009-09-04,8.581,8.674,8.837,8.464,2458064.1,000002
2009-09-07,8.713,8.635,8.93,8.48,1841232.19,000002
2009-09-08,8.542,8.876,8.891,8.441,2139368.08,000002
2009-09-09,8.891,8.829,8.969,8.689,1774279.08,000002
2009-09-10,8.798,8.783,8.938,8.713,1252807.67,000002
2009-09-11,8.837,8.977,9.085,8.806,1450030.25,000002
2009-09-14,9.085,9.28,9.28,9.008,1420714.19,000002
2009-09-16,9.318,9.241,9.551,9.07,2584121.87,000002
2009-09-17,9.241,9.264,9.311,9.116,1736810.24,000002
2009-09-18,9.264,8.821,9.264,8.581,2047485.34,000002
2009-09-21,8.697,8.72,8.767,8.425,1363995.22,000002
2009-09-22,8.62,8.472,8.891,8.464,1154782.56,000002
2009-09-23,8.41,8.192,8.581,8.154,1074296.31,000002
2009-09-24,8.154,8.433,8.62,7.905,1553184.53,000002
2009-09-25,8.309,8.262,8.464,8.154,1007349.97,000002
2009-09-28,8.286,8.006,8.379,7.936,758004.86,000002
2009-09-29,8.037,8.029,8.146,7.921,745558.21,000002
2009-09-30,8.068,8.091,8.208,8.037,703848.21,000002
2009-10-09,8.27,8.511,8.542,8.146,1062542.07,000002
2009-10-12,8.526,8.425,8.62,8.41,904372.16,000002
2009-10-13,8.371,8.542,8.573,8.348,638022.87,000002
2009-10-14,8.612,8.868,9.031,8.557,1998729.39,000002
2009-10-15,8.953,8.907,9.163,8.891,1142595.31,000002
2009-10-16,8.907,8.969,9.062,8.783,1050567.29,000002
2009-10-19,8.977,9.582,9.613,8.977,2757082.01,000002
2009-10-20,9.652,9.637,9.753,9.481,1789659.12,000002
2009-10-21,9.645,9.73,9.916,9.559,1780087.76,000002
2009-10-22,9.613,9.59,9.8,9.544,1209607.19,000002
2009-10-23,9.629,9.683,9.854,9.606,1373795.38,000002
2009-10-26,9.722,9.683,9.854,9.629,1024536.79,000002
2009-10-27,9.652,9.303,9.652,9.303,1481792.43,000002
2009-10-28,9.241,9.264,9.357,9.008,1162114.37,000002
2009-10-29,9.047,8.915,9.109,8.852,1269699.17,000002
2009-10-30,9.093,8.938,9.132,8.93,1080370.96,000002
2009-11-02,8.689,9.264,9.28,8.627,1504536.62,000002
2009-11-03,9.264,9.272,9.311,9.155,1749627.2,000002
2009-11-04,9.28,9.124,9.295,8.992,2040925.84,000002
2009-11-05,9.093,9.14,9.28,9.047,1204716.0,000002
2009-11-06,9.272,9.396,9.466,9.163,2182698.63,000002
2009-11-09,9.396,9.349,9.466,9.225,1325076.19,000002
2009-11-10,9.404,9.427,9.544,9.311,1758105.03,000002
2009-11-11,9.419,9.303,9.419,9.241,1252087.05,000002
2009-11-12,9.311,9.217,9.388,9.202,1429009.74,000002
2009-11-13,9.186,9.171,9.233,8.992,1675106.69,000002
2009-11-16,9.233,9.443,9.474,9.217,2080430.22,000002
2009-11-17,9.505,9.458,9.613,9.45,1748349.3,000002
2009-11-18,9.466,9.427,9.513,9.396,1313831.2,000002
2009-11-19,9.458,9.528,9.559,9.396,1639361.2,000002
2009-11-20,9.52,9.52,9.606,9.365,2003286.35,000002
2009-11-23,9.513,9.466,9.513,9.381,1802490.97,000002
2009-11-24,9.513,9.28,9.66,9.256,3458646.59,000002
2009-11-25,9.241,9.396,9.396,9.109,2205363.54,000002
2009-11-26,9.396,9.248,9.691,9.21,3107759.05,000002
2009-11-27,9.085,8.752,9.155,8.658,2198540.14,000002
2009-11-30,8.806,8.953,8.992,8.798,1312845.36,000002
2009-12-01,8.977,8.93,8.984,8.666,1854640.31,000002
2009-12-02,8.953,9.124,9.233,8.915,2266836.37,000002
2009-12-03,9.109,8.992,9.109,8.915,1553214.41,000002
2009-12-04,8.984,9.295,9.295,8.884,2457318.21,000002
2009-12-07,9.342,9.544,9.621,9.225,2826474.58,000002
2009-12-08,9.598,9.443,9.769,9.396,2682208.39,000002
2009-12-09,9.357,9.342,9.505,9.256,1327583.52,000002
2009-12-10,9.435,9.248,9.466,9.163,1554326.72,000002
2009-12-11,9.264,9.155,9.311,9.132,1268582.61,000002
2009-12-14,9.155,9.155,9.225,8.852,1517945.56,000002
2009-12-15,9.008,8.845,9.016,8.775,2666814.15,000002
2009-12-16,8.775,8.814,8.899,8.713,1083064.67,000002
2009-12-17,8.814,8.752,8.884,8.705,1095910.96,000002
2009-12-18,8.689,8.223,8.689,8.154,2170694.61,000002
2009-12-21,8.177,8.324,8.402,8.037,1422438.71,000002
2009-12-22,8.293,7.998,8.301,7.983,1376465.4,000002
2009-12-23,8.014,8.022,8.107,7.905,1116948.41,000002
2009-12-24,8.006,8.177,8.223,7.928,1293753.33,000002
2009-12-25,8.146,8.13,8.231,8.053,881095.43,000002
2009-12-28,8.115,8.177,8.27,8.091,957135.46,000002
2009-12-29,8.192,8.115,8.208,8.029,1045445.59,000002
2009-12-30,8.076,8.348,8.363,8.045,1735646.58,000002
2009-12-31,8.309,8.394,8.425,8.2,1365481.01,000002
2010-01-04,8.425,8.231,8.441,8.231,969832.53,000002
2010-01-05,8.161,8.045,8.169,7.921,1848620.78,000002
2010-01-06,8.037,8.045,8.161,7.921,1358604.06,000002
2010-01-07,8.045,7.983,8.099,7.952,1152441.98,000002
2010-01-08,7.983,8.037,8.06,7.913,1085304.22,000002
2010-01-11,8.169,7.905,8.231,7.827,1713005.98,000002
2010-01-12,7.866,7.991,8.053,7.75,1520725.07,000002
2010-01-13,7.719,7.796,7.827,7.68,1892791.8,000002
2010-01-14,7.796,7.789,7.827,7.695,1192513.86,000002
2010-01-15,7.812,7.874,7.944,7.796,1179247.85,000002
2010-01-18,7.874,7.835,7.913,7.758,1251745.42,000002
2010-01-19,7.843,7.812,7.89,7.789,1064043.88,000002
2010-01-20,7.827,7.579,7.843,7.556,1737476.54,000002
2010-01-21,7.579,7.61,7.664,7.478,1048284.54,000002
2010-01-22,7.517,7.416,7.556,7.377,1125393.43,000002
2010-01-25,7.393,7.393,7.494,7.338,601708.36,000002
2010-01-26,7.393,7.16,7.447,7.129,1055038.78,000002
2010-01-27,7.183,7.214,7.346,7.136,955003.79,000002
2010-01-28,7.198,7.307,7.362,7.136,840947.53,000002
2010-01-29,7.261,7.253,7.4,7.222,791506.82,000002
2010-02-01,7.222,7.307,7.4,7.059,978057.99,000002
2010-02-02,7.323,7.206,7.416,7.206,753918.13,000002
2010-02-03,7.191,7.338,7.362,7.09,818777.56,000002
2010-02-04,7.299,7.307,7.4,7.222,829513.26,000002
2010-02-05,7.191,7.144,7.237,7.105,687999.66,000002
2010-02-08,7.136,7.082,7.16,7.051,539591.65,000002
2010-02-09,7.082,7.059,7.113,7.012,449034.05,000002
2010-02-10,7.098,7.152,7.175,7.066,450541.54,000002
2010-02-11,7.167,7.206,7.261,7.129,529121.9,000002
2010-02-12,7.276,7.276,7.276,7.23,420578.17,000002
2010-02-22,7.214,7.191,7.261,7.183,347717.29,000002
2010-02-23,7.198,7.09,7.198,7.059,432174.74,000002
2010-02-24,7.059,7.167,7.175,7.028,479767.91,000002
2010-02-25,7.206,7.362,7.377,7.206,1032743.91,000002
2010-02-26,7.369,7.323,7.393,7.299,678204.33,000002
2010-03-01,7.323,7.33,7.362,7.253,708228.03,000002
2010-03-02,7.338,7.462,7.501,7.338,1315010.66,000002
2010-03-03,7.47,7.439,7.478,7.377,795358.88,000002
2010-03-04,7.431,7.292,7.525,7.268,869293.23,000002
2010-03-05,7.284,7.268,7.338,7.222,563466.52,000002
2010-03-08,7.268,7.292,7.338,7.222,498955.43,000002
2010-03-09,7.292,7.47,7.532,7.206,1366688.8,000002
2010-03-10,7.478,7.362,7.486,7.346,694237.68,000002
2010-03-11,7.362,7.377,7.424,7.299,483801.67,000002
2010-03-12,7.369,7.261,7.369,7.261,431305.89,000002
2010-03-15,7.261,7.175,7.268,7.144,438151.32,000002
2010-03-16,7.206,7.198,7.245,7.136,300191.35,000002
2010-03-17,7.253,7.33,7.346,7.191,559409.51,000002
2010-03-18,7.346,7.408,7.509,7.323,1060957.31,000002
2010-03-19,7.439,7.47,7.532,7.424,732797.45,000002
2010-03-22,7.478,7.393,7.509,7.354,515170.08,000002
2010-03-24,7.338,7.299,7.385,7.276,635589.76,000002
2010-03-25,7.299,7.175,7.299,7.167,555876.24,000002
2010-03-26,7.175,7.222,7.253,7.082,535314.86,000002
2010-03-29,7.245,7.408,7.439,7.237,845597.42,000002
2010-03-30,7.416,7.369,7.439,7.33,627127.39,000002
2010-03-31,7.369,7.377,7.478,7.33,623790.65,000002
2010-04-01,7.377,7.556,7.571,7.362,1482279.76,000002
2010-04-02,7.571,7.587,7.649,7.525,1272928.18,000002
2010-04-06,7.61,7.455,7.633,7.4,1213231.75,000002
2010-04-07,7.447,7.346,7.47,7.33,929353.19,000002
2010-04-08,7.33,7.253,7.338,7.222,1099838.67,000002
2010-04-09,7.245,7.292,7.307,7.23,543642.37,000002
2010-04-12,7.307,7.144,7.33,7.129,1294308.1,000002
2010-04-13,7.144,7.183,7.214,7.066,916064.25,000002
2010-04-14,7.16,7.152,7.167,7.09,795660.24,000002
2010-04-15,7.105,7.074,7.121,7.043,1073416.46,000002
2010-04-16,7.043,7.02,7.074,6.95,869824.72,000002
2010-04-19,6.911,6.445,6.911,6.414,1809169.22,000002
2010-04-20,6.43,6.236,6.43,6.072,1428055.02,000002
2010-04-21,6.212,6.298,6.329,6.181,1091279.96,000002
2010-04-22,6.29,6.135,6.29,6.096,979608.0,000002
2010-04-23,6.127,6.158,6.189,6.08,726539.44,000002
2010-04-26,6.173,6.057,6.197,6.049,724532.52,000002
2010-04-27,6.057,5.979,6.057,5.902,894432.69,000002
2010-04-28,5.94,6.041,6.057,5.917,607454.61,000002
2010-04-29,6.08,6.026,6.111,6.018,596347.32,000002
2010-04-30,6.026,6.057,6.088,5.964,508092.17,000002
2010-05-04,5.933,5.785,5.979,5.754,722298.97,000002
2010-05-05,5.739,5.816,5.855,5.552,881217.08,000002
2010-05-06,5.785,5.576,5.785,5.576,633970.89,000002
2010-05-07,5.475,5.607,5.669,5.436,662623.27,000002
2010-05-10,5.607,5.669,5.723,5.607,567044.22,000002
2010-05-11,5.754,5.63,5.785,5.591,658147.72,000002
2010-05-12,5.622,5.7,5.746,5.568,641524.19,000002
2010-05-13,5.723,5.723,5.762,5.653,609075.44,000002
2010-05-14,5.7,5.676,5.731,5.645,392476.56,000002
2010-05-17,5.63,5.374,5.638,5.358,642759.32,000002
2010-05-18,5.421,5.758,5.837,5.358,1114155.55,000002
2010-05-19,5.664,5.696,5.79,5.562,709357.01,000002
2010-05-20,5.609,5.57,5.719,5.562,489643.54,000002
2010-05-21,5.421,5.798,5.829,5.413,1282104.93,000002
2010-05-24,5.829,6.041,6.135,5.829,1466435.9,000002
2010-05-25,5.915,5.806,5.939,5.79,892100.96,000002
2010-05-26,5.837,5.837,5.908,5.751,476781.18,000002
2010-05-27,5.774,5.908,5.939,5.688,714220.66,000002
2010-05-28,5.931,5.829,5.97,5.766,472421.16,000002
2010-05-31,5.806,5.657,5.876,5.657,514578.8,000002
2010-06-01,5.633,5.617,5.688,5.57,387932.06,000002
2010-06-02,5.594,5.704,5.719,5.555,364342.05,000002
2010-06-03,5.719,5.641,5.79,5.641,398779.45,000002
2010-06-04,5.633,5.711,5.774,5.617,364716.99,000002
2010-06-07,5.609,5.586,5.641,5.57,375255.16,000002
2010-06-08,5.586,5.57,5.641,5.539,279454.05,000002
2010-06-09,5.609,5.727,5.743,5.539,714128.13,000002
2010-06-10,5.657,5.609,5.696,5.594,573435.75,000002
2010-06-11,5.633,5.594,5.649,5.57,384372.96,000002
2010-06-17,5.625,5.57,5.641,5.555,409681.48,000002
2010-06-18,5.57,5.547,5.672,5.531,551187.34,000002
2010-06-21,5.594,5.758,5.798,5.539,995551.45,000002
2010-06-22,5.711,5.719,5.758,5.696,516799.35,000002
2010-06-23,5.696,5.649,5.758,5.609,445035.04,000002
2010-06-24,5.633,5.688,5.696,5.602,418555.24,000002
2010-06-25,5.649,5.609,5.657,5.578,334357.66,000002
2010-06-28,5.609,5.586,5.633,5.57,264574.12,000002
2010-06-29,5.586,5.374,5.609,5.358,724126.83,000002
2010-06-30,5.366,5.319,5.413,5.303,459389.48,000002
2010-07-01,5.319,5.241,5.358,5.217,324281.93,000002
2010-07-02,5.256,5.437,5.476,5.249,741726.71,000002
2010-07-05,5.374,5.476,5.539,5.335,574693.89,000002
2010-07-06,5.492,5.539,5.617,5.46,517202.69,000002
2010-07-07,5.555,5.531,5.586,5.476,274846.47,000002
2010-07-08,5.586,5.547,5.641,5.531,367021.66,000002
2010-07-09,5.555,5.68,5.751,5.5,712436.36,000002
2010-07-12,5.696,5.994,6.072,5.641,1681833.0,000002
2010-07-13,5.876,5.853,5.908,5.821,791396.48,000002
2010-07-14,5.845,5.806,5.986,5.766,766399.01,000002
2010-07-15,5.806,5.9,6.088,5.806,1093555.11,000002
2010-07-16,5.845,5.978,6.057,5.79,814531.69,000002
2010-07-19,5.915,6.072,6.159,5.915,1099095.35,000002
2010-07-20,6.088,6.127,6.229,6.064,926667.76,000002
2010-07-21,6.119,6.08,6.127,6.033,694050.21,000002
2010-07-22,6.064,6.237,6.292,6.033,916912.79,000002
2010-07-23,6.276,6.276,6.347,6.206,804707.65,000002
2010-07-26,6.276,6.284,6.308,6.19,489609.21,000002
2010-07-27,6.276,6.339,6.457,6.237,781922.8,000002
2010-07-28,6.331,6.519,6.551,6.284,1088049.6,000002
2010-07-29,6.527,6.512,6.574,6.457,672146.47,000002
2010-07-30,6.496,6.504,6.527,6.441,457344.82,000002
2010-08-02,6.496,6.527,6.559,6.457,581885.37,000002
2010-08-03,6.527,6.472,6.708,6.472,1004248.91,000002
2010-08-04,6.449,6.465,6.551,6.276,849728.9,000002
2010-08-05,6.441,6.268,6.512,6.198,1342113.63,000002
2010-08-06,6.237,6.276,6.292,6.104,962052.98,000002
2010-08-09,6.229,6.245,6.316,6.174,744097.0,000002
2010-08-11,6.072,6.527,6.559,6.041,2121695.35,000002
2010-08-12,6.433,6.637,6.778,6.418,1897835.46,000002
2010-08-13,6.629,6.935,6.951,6.559,1729672.1,000002
2010-08-16,6.896,6.975,7.022,6.786,1393704.08,000002
2010-08-17,6.943,7.014,7.077,6.912,972947.81,000002
2010-08-18,6.982,6.896,7.045,6.841,914571.57,000002
2010-08-19,6.88,6.857,7.006,6.778,1142938.48,000002
2010-08-20,6.818,6.786,6.912,6.771,670598.89,000002
2010-08-23,6.763,6.661,6.849,6.621,654658.14,000002
2010-08-24,6.637,6.943,6.998,6.637,1091762.49,000002
2010-08-25,6.92,6.669,6.982,6.629,1068757.99,000002
2010-08-26,6.669,6.692,6.825,6.629,621556.0,000002
2010-08-27,6.629,6.621,6.708,6.582,533586.0,000002
2010-08-30,6.661,6.653,6.7,6.449,800272.0,000002
2010-08-31,6.614,6.606,6.637,6.527,578897.0,000002
2010-09-01,6.598,6.645,6.802,6.512,824922.0,000002
2010-09-02,6.731,6.723,6.802,6.676,652975.0,000002
2010-09-03,6.786,6.669,6.857,6.598,719345.0,000002
2010-09-06,6.716,6.818,6.841,6.669,681595.0,000002
2010-09-07,6.833,6.888,6.982,6.833,663467.0,000002
2010-09-08,6.888,6.723,6.888,6.645,815835.0,000002
2010-09-09,6.763,6.496,6.778,6.48,888816.0,000002
2010-09-10,6.504,6.402,6.559,6.308,641788.0,000002
2010-09-13,6.41,6.551,6.684,6.323,765605.0,000002
2010-09-14,6.559,6.512,6.567,6.418,537244.0,000002
2010-09-15,6.496,6.402,6.559,6.37,419425.0,000002
2010-09-16,6.394,6.3,6.472,6.261,680676.0,000002
2010-09-17,6.316,6.339,6.433,6.308,630716.0,000002
2010-09-20,6.347,6.331,6.394,6.284,452015.0,000002
2010-09-21,6.347,6.394,6.465,6.339,391963.0,000002
2010-09-27,6.37,6.37,6.441,6.119,1212974.0,000002
2010-09-28,6.331,6.19,6.394,6.151,790840.0,000002
2010-09-29,6.159,6.127,6.268,6.112,523549.0,000002
2010-09-30,6.064,6.59,6.59,5.994,1879535.0,000002
2010-10-08,6.512,6.621,6.739,6.394,1650479.0,000002
2010-10-11,6.582,6.935,7.053,6.567,1814205.0,000002
2010-10-12,6.904,6.904,7.045,6.802,1237670.0,000002
2010-10-13,6.92,7.375,7.571,6.92,2543092.0,000002
2010-10-14,7.406,7.375,7.594,7.296,1869188.0,000002
2010-10-15,7.343,7.492,7.532,7.296,1656980.0,000002
2010-10-18,7.453,7.555,7.83,7.453,2508970.0,000002
2010-10-19,7.532,7.453,7.563,7.178,1163037.0,000002
2010-10-20,7.037,6.998,7.218,6.747,2832303.0,000002
2010-10-21,6.904,6.975,7.092,6.818,1617137.0,000002
2010-10-22,7.006,6.975,7.077,6.904,993676.0,000002
2010-10-25,7.045,7.218,7.233,6.935,1376826.0,000002
2010-10-26,7.218,7.367,7.626,7.218,1655085.0,000002
2010-10-27,7.382,7.555,7.877,7.382,2271067.0,000002
2010-10-28,7.563,7.736,7.869,7.547,1958198.0,000002
2010-10-29,7.688,7.61,7.806,7.422,1165042.0,000002
2010-11-01,7.579,7.563,7.767,7.469,1164049.0,000002
2010-11-02,7.571,7.571,7.736,7.382,1520477.0,000002
2010-11-03,7.532,7.72,7.767,7.437,1460256.0,000002
2010-11-04,7.688,7.649,7.79,7.594,1048701.0,000002
2010-11-05,7.783,7.641,7.845,7.586,1302336.0,000002
2010-11-08,7.673,7.767,7.916,7.673,1628307.0,000002
2010-11-09,7.728,7.453,7.798,7.414,1885073.0,000002
2010-11-10,7.296,7.178,7.367,7.1,2018898.0,000002
2010-11-11,7.21,7.202,7.28,7.061,1983309.0,000002
2010-11-12,7.178,6.692,7.178,6.661,2114252.0,000002
2010-11-15,6.747,6.692,6.778,6.59,1158980.0,000002
2010-11-16,6.692,6.402,6.7,6.347,1294355.0,000002
2010-11-17,6.355,6.418,6.488,6.316,894203.0,000002
2010-11-18,6.472,6.488,6.519,6.402,689143.0,000002
2010-11-19,6.512,6.465,6.535,6.276,948646.0,000002
2010-11-22,6.41,6.347,6.449,6.237,1214505.0,000002
2010-11-23,6.284,6.214,6.339,6.19,1016188.0,000002
2010-11-24,6.261,6.339,6.37,6.214,770145.0,000002
2010-11-25,6.355,6.59,6.653,6.284,1284426.0,000002
2010-11-26,6.559,6.457,6.567,6.394,670805.0,000002
2010-11-29,6.441,6.41,6.449,6.323,414339.0,000002
2010-11-30,6.418,6.378,6.512,6.237,831758.0,000002
2010-12-01,6.378,6.449,6.457,6.316,414534.0,000002
2010-12-02,6.527,6.488,6.598,6.48,623836.0,000002
2010-12-03,6.543,6.661,6.739,6.504,1188650.0,000002
2010-12-06,6.676,6.661,6.818,6.629,982345.0,000002
2010-12-07,6.629,6.794,6.81,6.559,870908.0,000002
2010-12-08,6.786,6.661,6.818,6.59,698063.0,000002
2010-12-09,6.606,6.41,6.614,6.402,714640.0,000002
2010-12-10,6.41,6.355,6.48,6.339,820115.0,000002
2010-12-13,6.433,6.59,6.669,6.378,834373.0,000002
2010-12-14,6.59,6.598,6.637,6.543,494473.0,000002
2010-12-15,6.598,6.551,6.614,6.441,556272.0,000002
2010-12-16,6.527,6.614,6.747,6.496,1028889.0,000002
2010-12-17,6.629,6.59,6.645,6.519,437918.0,000002
2010-12-20,6.629,6.512,6.7,6.441,681827.0,000002
2010-12-21,6.512,7.163,7.163,6.512,2970879.0,000002
2010-12-22,7.163,7.061,7.406,6.904,2109106.0,000002
2010-12-23,7.022,6.935,7.108,6.904,896062.0,000002
2010-12-24,6.935,7.069,7.218,6.904,1179595.0,000002
2010-12-27,7.077,6.865,7.186,6.81,1431752.0,000002
2010-12-28,6.841,6.535,6.951,6.512,875050.0,000002
2010-12-29,6.567,6.512,6.598,6.41,812517.0,000002
2010-12-30,6.488,6.394,6.512,6.308,949951.0,000002
2010-12-31,6.386,6.449,6.465,6.339,641895.0,000002
2011-01-04,6.488,6.904,7.045,6.457,1888161.0,000002
